,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,category,,,,,
139566,hD4nmY8c9FRsBNzN1QjObQ,"""Mamma's Boy Cafe""",,"""1100 N Martin Luther King Dr, Ste G""",Las Vegas,NV,89106,36.18313622,-115.1604736,3.5,11,0,other,,,,,
139744,w8RWhhuKxMiFCpvFvIQ3zg,"""Max Brenner""",The Strip,"""The Forum Shops at Caesars, 3500 Las Vegas Blvd""",Las Vegas,NV,89109,36.11912594,-115.1772567,4,965,0,other,,,,,
139782,WX8cx6tfFcEn0cK4cIbWag,"""Mercato Della Pescheria""",The Strip,"""3377 S Las Vegas Blvd, Ste 2410""",Las Vegas,NV,89109,36.122676,-115.168935,4,178,1,other,,,,,
139836,EBnR5M6upBcHfMK4063_Sw,"""Mob City Pizza""",,"""4485 South Jones""",Las Vegas,NV,89103,36.1075559,-115.2257416,3,10,1,Italian,,,,,
139888,lqEbAO2I1q4ttg2LvMStqQ,"""Ruby Tuesday""",Summerlin,"""1220 N Town Ctr Dr""",Las Vegas,NV,89144,36.183143,-115.308819,4,13,0,other,,,,,
139906,L-q2fn9CDKmWX5c2hXUD5w,"""Baan Mae Toy""",Westside,"""4105 W Sahara Ave""",Las Vegas,NV,89102,36.1440225,-115.195896,4,29,0,other,,,,,
139969,TEwdAxcVKUzcG9pWl05BKw,"""Simon Kitchen and Bar""",Eastside,"""Hard Rock Hotel and Casino, 4455 Paradise Rd""",Las Vegas,NV,89109,36.1100828,-115.1538714,4,13,0,American,,,,,
139994,W-bfM3k64ZwUeBeKnpeSpA,"""Hot Tofu""",Chinatown,"""6850 Spring Mountain""",Las Vegas,NV,89146,36.12693922,-115.2416391,2.5,19,1,other,,,,,
140040,M-SS_Kr0zlC7v8kBSRa74g,"""Hokaido Sushi""",Spring Valley,"""6015 S Fort Apache Rd, Ste 150""",Las Vegas,NV,89148,36.0789703,-115.298266,4,293,1,Japanese,,,,,
140179,6LkNSA3b3dufG5_dKfEQdQ,"""Southern Kitchen""",Downtown,"""""",Las Vegas,NV,,36.1699412,-115.1398296,5,5,1,other,,,,,
140184,kQGw66MGiK4mIXfV_kVZTA,"""Star Trek the Experience""",Eastside,"""3000 Paradise Rd""",Las Vegas,NV,89109,36.1362575,-115.1512526,4.5,18,0,other,,,,,
140213,zesysZuscMHxBl9uIQXIIw,"""Taqueria El Tizon Grill""",Northwest,"""3149 N Rancho Dr""",Las Vegas,NV,89130,36.21678096,-115.212402,2.5,7,1,Mexican,,,,,
140257,522GgMvOvzaKCEX6BfAtvg,"""La Reyna Mexican Restaurant & Mariscos""",Sunrise,"""745 N Nellis Blvd, Ste 1""",Las Vegas,NV,89110,36.17617,-115.0630157,4,21,1,Mexican,,,,,
140457,TrN8HBHBL4-Tu7cXMDoopQ,"""Golden Flower Chinese Cuisine""",Southeast,"""3315 E Russell Rd""",Las Vegas,NV,89120,36.0856861,-115.1037793,4,188,1,Chinese,,,,,
140514,VlnOGlkwsWaWqyzDxvMMMA,"""Flavor Flav's House of Flavor""",Eastside,"""3333 S Maryland Pkwy""",Las Vegas,NV,89169,36.128998,-115.137672,2.5,56,0,American,,,,,
140566,O_YSJEMk2GzcmnwXWBj74g,"""McDonald's""",Downtown,"""1 S Main St""",Las Vegas,NV,89101,36.1720776,-115.1468298,2,17,1,other,,,,,
140753,yXeduTn7Q7BfNIS6SInpRg,"""Insomnia Munchies""",University,"""1455 E Tropicana Ave, Ste 770""",Las Vegas,NV,89119,36.10060669,-115.133308,1.5,7,1,American,,,,,
140799,fXSOxjL7FP_sVew1gXnOIw,"""Sirrico's Pizza""",The Strip,"""3790 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1022287,-115.1745851,3.5,242,1,other,,,,,
140960,MsxXvGps1fjERgIQa0NtRw,"""A & L's Family Restaurant""",,"""4889 E Craig Rd""",Las Vegas,NV,89115,36.24015216,-115.0671976,2.5,6,1,American,,,,,
141054,f9sU31meK0bqAD7922sCog,"""Sage""",The Strip,"""3732 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10819232,-115.1760135,4,990,1,American,,,,,
141097,bymQ0lRnBar5scP4FERioQ,"""Mulligan's Border Bar & Grill""",Southeast,"""1235 E Pebble Rd""",Las Vegas,NV,89123,36.027649,-115.1357535,4,44,1,American,,,,,
141129,#NAME?,"""Le Thai""",Downtown,"""523 Fremont St""",Las Vegas,NV,89101,36.16880181,-115.1398801,4,1355,1,other,,,,,
141294,PJPO9AYkt__t4kSWdSWnfw,"""MTO Café""",South Summerlin,"""10970 Rosemary Park Dr, Ste 100""",Las Vegas,NV,89135,36.15093307,-115.332768,3.5,290,1,American,,,,,
141381,kkdm8TM6qTaVnrz5XsG0hQ,"""Kabob Express""",Southeast,"""4912 S Eastern Ave, Ste 3""",Las Vegas,NV,89119,36.0996917,-115.1179542,4.5,230,1,other,,,,,
141436,fQt4D34vcJNtEf8Q4zte3w,"""TAO Asian Bistro""",The Strip,"""The Venetian, 3355 S Las Vegas Blvd""",Las Vegas,NV,89109,36.121865,-115.169793,3.5,1383,1,other,,,,,
141514,kYSWogqMiox_R_xib2U_Jg,"""Country Cafe""",Sunrise,"""1725 N Nellis Blvd""",Las Vegas,NV,89115,36.1908787,-115.0626261,3,8,0,American,,,,,
141689,d4bMBIhBELF_bhkT-Sig3Q,"""Timbers - Cheyenne""",Northwest,"""9180 W Cheyenne Ave""",Las Vegas,NV,89129,36.2190199,-115.29619,3.5,54,1,other,,,,,
141712,DkZuVzYuylBanEsWK7mNGw,"""Yummy Grill & Sushi""",,"""7331 W Lake Mead Blvd, Ste 105""",Las Vegas,NV,89128,36.19476429,-115.2524842,4.5,622,1,Japanese,,,,,
141857,gZ9xYxJpBi0Rovw4rTbl5Q,"""Almaza Hookah Cafe""",Southeast,"""9890 S Maryland Pkwy, Ste 17 & 18""",Las Vegas,NV,89123,36.02117841,-115.1507033,2.5,31,0,other,,,,,
141897,WOO81gScY3_VpaIfXFAKpw,"""Technique Restaurant""",Summerlin,"""1451 Center Crossing Rd""",Las Vegas,NV,89144,36.1881115,-115.3124785,4,30,0,French,,,,,
141933,jBs2HmEOkqCvdHNnw3N-og,"""Red Robin Gourmet Burgers""",Centennial,"""7860 W. Tropical Parkway""",Las Vegas,NV,89149,36.271428,-115.266543,3.5,283,1,American,,,,,
142086,1DHPkjDwHBguDZo_HR_ymw,"""Chengdu Laozao Hot Pot""",Chinatown,"""5740 Spring Mountain Rd""",Las Vegas,NV,89146,36.1260788,-115.2198304,3,10,1,other,,,,,
142536,rbQOcy2n8dBPpm5ua3VU_Q,"""Sweet Poké""",Southeast,"""9255 S Eastern Ave, Ste 340-5""",Las Vegas,NV,89123,36.0211384,-115.1191482,4.5,109,1,other,,,,,
142601,rF74jsFqy6L7pBetZOJxLw,"""Subway""",Sunrise,"""3939 E Lake Mead Blvd""",Las Vegas,NV,89115,36.1954057,-115.0882099,2.5,4,1,Fast Food,,,,,
142617,E6VoYfE4YDQueOHYpdyQaQ,"""Empire Bagels""",Spring Valley,"""6105 S Fort Apache Rd""",Las Vegas,NV,89148,36.07728616,-115.2981759,3,78,0,other,,,,,
142630,buTa1akbH0pO_P10v99_eA,"""Honey Pig""",Chinatown,"""4725 Spring Mountain Rd""",Las Vegas,NV,89102,36.12517306,-115.2052991,3.5,467,1,other,,,,,
142812,95ASq_FH5hLT1bA3fdISqw,"""Burger King""",,"""4815 W Flamingo Rd""",Las Vegas,NV,89103,36.1150313,-115.2061509,2,16,1,Fast Food,,,,,
142890,TUfb2lH2nwKqu_IyM8wA-A,"""Long John Silver's""",University,"""1229 E Flamingo Rd""",Las Vegas,NV,89119,36.114168,-115.137368,3.5,9,0,Fast Food,,,,,
143034,l_aHtzAhgpG9h9tZdTEklg,"""CJ's Texas Barbeque""",Westside,"""7865 W Sahara Ave""",Las Vegas,NV,89117,36.1432226,-115.2622884,3,15,0,other,,,,,
143056,EZQESVzkOPs7LwCHVC3Szg,"""Mizumi""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12695897,-115.1672248,4,318,1,Japanese,,,,,
143084,Vn-Xqc1qkF1Vh2Z-wHkBVw,"""Bagels And Subs""",Sunrise,"""4225 E Sahara Ave, Ste 6""",Las Vegas,NV,89104,36.143775,-115.082142,4.5,20,1,American,,,,,
143104,ZxfjACWhW25vklHpYDMWag,"""The Water Factory""",,"""1453 N Jones Blvd""",Las Vegas,NV,89108,36.18759918,-115.2253113,4,4,1,American,,,,,
143110,h9JtnWjxRaL6tB3zNCkgKA,"""Rinconcito Guanaco""",Westside,"""1750 S Rainbow Blvd""",Las Vegas,NV,89146,36.152795,-115.242542,4,3,0,Mexican,,,,,
143300,suQugTjSMYMIrK5fAabC_Q,"""Roberto's Taco Shop""",University,"""1220 E Harmon Ave""",Las Vegas,NV,89119,36.1080746,-115.1363806,3.5,105,1,Fast Food,,,,,
143547,piPwB7EvylrVnPZLcwrdNg,"""Jasmine Thai Gourmet""",Spring Valley,"""4135 S Buffalo Dr, Ste 101""",Las Vegas,NV,89147,36.1136569,-115.2614822,4.5,14,0,other,,,,,
143621,r-ODPgzrdDGIzxmZl4iwiQ,"""Jack in the Box""",Spring Valley,"""4145 S Durango Dr""",Las Vegas,NV,89147,36.1139098,-115.2795593,3,17,1,other,,,,,
143622,df5IJWW0-C4AJDCS9AwtbQ,"""L.A. Italian Kitchen""",The Strip,"""Venetian Hotel & Casino, 3377 Las Vegas Blvd S, Ste 2230""",Las Vegas,NV,89109,36.1218632,-115.1696491,2.5,14,0,Italian,,,,,
143633,V8HEOhiEUU2i-VHcp_K8lQ,"""Starbucks""",Eastside,"""2430 E Flamingo Rd, Ste 100""",Las Vegas,NV,89121,36.1152068,-115.1181849,2.5,27,1,other,,,,,
143827,uaBVv3tZJaOd8lfPFInzTA,"""Wendy's""",Downtown,"""1725 W Charleston Blvd""",Las Vegas,NV,89102,36.158561,-115.164935,2.5,22,0,other,,,,,
143890,qmh6zxtJ8C8-YiUPv7ySlw,"""Daniel Boulud Brasserie""",The Strip,"""Wynn Las Vegas, 3131 Las Vegas Blvd S""",Las Vegas,NV,89136,36.1268768,-115.1658732,4,217,0,French,,,,,
144002,lINk_EU_elY6iTrfUGcRqg,"""El Pollo Loco""",,"""2923 Craig Rd""",Las Vegas,NV,89032,36.238856,-115.180591,2,48,1,Mexican,,,,,
144135,fx7HMO3eIoopvrteM-dtSw,"""Jade Cafe""",Chinatown,"""4300 Spring Mountain Rd, Ste 116""",Las Vegas,NV,89102,36.12761244,-115.1983187,3,3,1,other,,,,,
144187,sVr_5-H0emPH9BcCiwG8xA,"""Side Chix Cafe""",,"""1100 N Martin Luther King Blvd""",Las Vegas,NV,89106,36.1828359,-115.1607696,4,18,0,American,,,,,
144360,lhxG1Jlp4nMpLMoix31OYg,"""Kaizen Fusion Roll & Sushi""",,"""4465 W Flamingo Rd""",Las Vegas,NV,89103,36.1154188,-115.2006442,4,22,0,Japanese,,,,,
144418,aMZzd9RrRyhpuUJycefotA,"""Norm's Diner""",Spring Valley,"""3945 S Durango Dr, Ste A1""",Las Vegas,NV,89147,36.1192428,-115.279717,4.5,63,1,other,,,,,
144675,sppmLnZKcbQ6cR2JIFL84g,"""Pan Asian Express""",The Strip,"""Flamingo Hotel and Casino, 3555 Las Vegas Blvd S""",Las Vegas,NV,89109,36.116249,-115.17207,1.5,21,1,other,,,,,
144766,TDTASGFy_aGp6vy0i23mDA,"""Jack in the Box""",Southeast,"""6150 Las Vegas Blvd S""",Las Vegas,NV,89119,36.074447,-115.173368,3,30,1,Fast Food,,,,,
144831,QKCu3cKjMAOOZI7tEfv0zg,"""China A Go Go""",Spring Valley,"""10140 W Tropicana Ave, Ste 123""",Las Vegas,NV,89147,36.10050402,-115.3134441,3.5,54,1,Chinese,,,,,
144850,ykKzoxBpRmYBTyW6NXxUqQ,"""Tre Bella Cafe""",Spring Valley,"""5415 S Rainbow Blvd, Ste D""",Las Vegas,NV,89118,36.089994,-115.243512,3.5,3,0,other,,,,,
145035,Tw3xFIaDi2AenwTeGQdlUQ,"""Peng Zu""",Westside,"""9090 Alta Dr""",Las Vegas,NV,89145,36.1691108,-115.2913032,3.5,11,1,other,,,,,
145331,r1Uj2CHlp0N3U_XKMIk_GA,"""Chieti Coffee & Roasting""",Westside,"""5825 W Sahara Ave""",Las Vegas,NV,89146,36.142796,-115.221713,4,35,0,other,,,,,
145356,1skTxDMBQSpElbLfhBgmVQ,"""China Joy""",Southeast,"""9775 S Maryland Pkwy""",Las Vegas,NV,89183,36.011597,-115.137808,2.5,27,0,Chinese,,,,,
145500,FHeWz039ONIOZL13pa5nXw,"""Dazzling Bistro Food Truck""",Southeast,"""""",Las Vegas,NV,89120,36.0833352,-115.0999753,5,43,1,other,,,,,
145584,YsGN4k4N4a5LWxe6H-yviA,"""Pizza Hut""",Eastside,"""2797 S. Maryland Pkwy., #30""",Las Vegas,NV,89109,36.13926104,-115.13762,2.5,19,1,other,,,,,
145595,#NAME?,"""Taiga Modern Japanese & Thai Restaurant""",Southeast,"""3130 E Sunset Rd, Ste C""",Las Vegas,NV,89120,36.0719464,-115.1067983,4,50,0,Japanese,,,,,
145691,GMBvBDKgOT51xDTpGVphBw,"""Bombay Indian Cuisine""",The Strip,"""3049 Las Vegas Blvd""",Las Vegas,NV,89109,36.1314849,-115.1644624,3,124,1,other,,,,,
145725,ZsKWULhwwB61RHzCrb1i9A,"""Blue Burrito Grille""",Southeast,"""5757 Wayne Newton Blvd""",Las Vegas,NV,89119,36.0838389,-115.148385,2.5,32,1,Mexican,,,,,
145823,AHnvBkGTNlpAVTmg-k0Bsg,"""Subway""",Eastside,"""3654 E Flamingo Rd, Ste 12""",Las Vegas,NV,89121,36.1156019,-115.0952083,3,7,1,Fast Food,,,,,
146020,gFjHMjQXn5pbObxJupiuPA,"""Bar Charlie""",Eastside,"""The Palazzo Hotel, 3325 Las Vegas Blvd S""",Las Vegas,NV,89109,36.124423,-115.146372,5,14,0,Japanese,,,,,
146048,cxwQIfMljUhk1yMG8PQLXg,"""Charlie's Market Buffet""",Westside,"""740 S Decatur Blvd""",Las Vegas,NV,89107,36.1634312,-115.2072287,3,18,1,Buffets,,,,,
146127,Rxz2YpeLr9Ek54Lt5z6h0A,"""The Chuck Wagon Restaurant""",,"""5288 Boulder Hwy""",Las Vegas,NV,89122,36.1070957,-115.0591787,3.5,75,1,American,,,,,
146224,9UZbY3FxhpNZ8sVWcYON6A,"""Cicis""",Southeast,"""2415 E Tropicana Ave""",Las Vegas,NV,89121,36.09867707,-115.1186782,3,113,1,Buffets,,,,,
146262,upgjUq616Yz1IvAvysDLWA,"""Ely's Restaurant""",Southeast,"""2477 E Tropicana Ave""",Las Vegas,NV,89121,36.09888423,-115.1163826,4,164,1,other,,,,,
146307,UvF68aNDfzCWQbxO6-647g,"""Mr. Sandwich""",Chinatown,"""4215 Spring Mountain Rd, Ste B108""",Las Vegas,NV,89102,36.12616201,-115.1914209,3.5,181,0,other,,,,,
146396,M5Ft2YKkh9fFjyUNmAeRGA,"""Meskerem Ethiopian Restaurant & Market""",The Strip,"""252 Convention Center Dr""",Las Vegas,NV,89109,36.1334453,-115.1602109,4,51,0,other,,,,,
146414,uiHyP1uOAzOPkOmnWhnW0A,"""Roberto's Taco Shop""",Southwest,"""4690 W Cactus Ave""",Las Vegas,NV,89141,35.999183,-115.204305,3,97,1,Fast Food,,,,,
146462,N4BbeIbQNgtUEEMutu9U3w,"""Famous Dave's Barbeque - Las Vegas""",,"""1951 N Rainbow Blvd""",Las Vegas,NV,89108,36.194458,-115.2430691,3,238,1,other,,,,,
146464,fAo-3jt3oD69nwnr5M6FLQ,"""Wing Lei""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1265953,-115.1653652,3.5,231,1,Chinese,,,,,
146869,hzZjYhV25DuehpK1-pak1g,"""Pampas""",The Strip,"""50-64 E Harmon Ave""",Las Vegas,NV,89109,36.1081488,-115.1699073,4.5,6,0,other,,,,,
147103,ygaOvp0PLBYaYeN9cZAlGg,"""Viet Noodle Bar""",Chinatown,"""5288 Spring Mountain Rd""",Las Vegas,NV,89146,36.1265291,-115.2132639,4.5,709,1,other,,,,,
147260,cHPhtFqvkQ9hpr_ka-sLow,"""Costco Food Court""",Summerlin,"""801 S Pavilion Center Dr""",Las Vegas,NV,89144,36.16298236,-115.3329419,4,39,1,other,,,,,
147282,N5CL5HLS6lyltw-OjjBrOw,"""Hussong's Cantina Boca Park""",Westside,"""740 S Rampart Blvd, Ste 7""",Las Vegas,NV,89145,36.16360501,-115.2893741,3.5,322,1,Mexican,,,,,
147306,kANF0dbeoW34s2vwh6Umfw,"""Dairy Queen""",Chinatown,"""6125 Spring Mountain Rd""",Las Vegas,NV,89146,36.1250311,-115.2256202,2,33,0,Fast Food,,,,,
147423,lswrEHkfLHoChmSsGFAAwA,"""Vegan Meals by Mindy""",South Summerlin,"""""",Las Vegas,NV,89135,36.14440811,-115.3264705,5,11,1,other,,,,,
147573,J5ylw6DXGmQ6hM06Ne3XHw,"""The Phoenix Bar & Lounge""",Westside,"""4213 W Sahara Ave""",Las Vegas,NV,89102,36.1439891,-115.1976095,4,73,1,American,,,,,
147649,3Gw8YcAjo3AcMbtbX1TGSA,"""Jack In the Box""",Downtown,"""1591 S Main St""",Las Vegas,NV,89104,36.152386,-115.153614,3,18,1,Fast Food,,,,,
147748,qYDp5JsCh5ebULZaFCqKiA,"""Torino's Sports Pub & Restaurant""",,"""5570 W Flamingo Rd""",Las Vegas,NV,89103,36.1153547,-115.2177135,2.5,3,1,other,,,,,
147924,707ST4xhNavXNvZtEL-RgQ,"""Windy City Beefs 'N Dogs""",Westside,"""7006 W Charleston Blvd""",Las Vegas,NV,89145,36.159616,-115.251523,3.5,9,0,other,,,,,
148269,IuSx68tb7iZa-aAeknXp8A,"""Outback Steakhouse""",,"""1950 N Rainbow Blvd""",Las Vegas,NV,89108,36.1945472,-115.2416916,3,179,1,other,,,,,
148432,BM7Q7WHJWqNfyEzq0k4mdw,"""Subway""",Chinatown,"""3735 Spring Mountain, Ste 201""",Las Vegas,NV,89102,36.12626567,-115.1891697,2.5,13,1,other,,,,,
148535,ZDx54hHdiULbtD15JAy2fg,"""Stoned N Baked""",Downtown,"""707 Fremont St, Ste 2310, Container Park""",Las Vegas,NV,89101,36.1679797,-115.1379889,4,25,1,other,,,,,
148582,jbbFSVdIrac2QBuSV-NBLw,"""Cafe Belle Madeleine""",The Strip,"""3655 Las Vegas Blvd S""",Las Vegas,NV,89109,36.11237,-115.170678,3.5,189,1,other,,,,,
148742,GPVnzRcvlhEK0-c6PImyoA,"""Einstein Bros Bagels""",Southeast,"""McCarren International Airport""",Las Vegas,NV,89119,36.08293007,-115.1509874,2.5,44,1,other,,,,,
148857,FclR3tCyp3wPCZoxHXn_jQ,"""Papa Geo's""",Spring Valley,"""5597 S Rainbow Blvd, Ste 110""",Las Vegas,NV,89118,36.0875161,-115.2430066,4,21,0,Italian,,,,,
148880,bo0pXRc-eTsXMw1P175xKw,"""Sao Paulo""",,"""Rio Hotel & Casino, 3700 W Flamingo Rd""",Las Vegas,NV,89103,36.116689,-115.184905,2.5,28,0,other,,,,,
148967,6l4yIOi0foUw81OacrAZMQ,"""Port of Subs""",Sunrise,"""6895 East Lake Mead, Ste 10""",Las Vegas,NV,89156,36.1942044,-115.0255033,3.5,12,1,other,,,,,
148978,VnIz2QOa4eEm_ViV6ckCZA,"""Taco Bell""",Southwest,"""4292 Blue Diamond Rd""",Las Vegas,NV,89139,36.03770615,-115.1976574,2,11,0,Mexican,,,,,
149171,5EIuCcoHY2evAhFMBV6G6g,"""Pinot Brasserie""",The Strip,"""3355 Las Vegas Blvd""",Las Vegas,NV,89109,36.121792,-115.169553,3.5,140,0,French,,,,,
149414,TYd7ccoysodkT2SI-AT9Jg,"""Espee's Gourmet Tamales""",Spring Valley,"""4275 S Durango""",Las Vegas,NV,89147,36.111402,-115.279414,3,8,0,Mexican,,,,,
149475,Fb7QbeQVasGej9GPIL2koA,"""Jade At the Palazzo""",The Strip,"""3339 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1231252,-115.1705922,3,10,0,Chinese,,,,,
149482,PVveyZsT6nwhRZIncbrWww,"""Jimboy's Tacos""",Westside,"""6300 Charleston Blvd, Ste 1709""",Las Vegas,NV,89146,36.159674,-115.230569,3,3,0,Fast Food,,,,,
149836,9pAjLSoHs95m5D3nP3nY5Q,"""Subway""",Spring Valley,"""5130 S Fort Apache Rd, Ste 210""",Las Vegas,NV,89148,36.0957458,-115.2967171,2.5,14,1,other,,,,,
149905,#NAME?,"""Blueberry Hill Family Restaurant""",University,"""1505 E Flamingo Rd""",Las Vegas,NV,89119,36.1142203,-115.1327808,4,672,1,other,,,,,
150015,vtkJXE_Vdz27rWm6mfAw6Q,"""Cathay House Restaurant""",Chinatown,"""5300 Spring Mountain Rd, Ste 107""",Las Vegas,NV,89146,36.1267101,-115.213915,3,235,0,Chinese,,,,,
150044,pmJqSsCfgbo3TxPWpQNLIw,"""Artisanal Foods Cafe""",Southeast,"""2053 Pama Ln""",Las Vegas,NV,89119,36.0658388,-115.1239441,4.5,35,0,American,,,,,
150367,Voy_shxcm2YnHQOtfUj1KQ,"""Spicy City""",Chinatown,"""4215 Spring Mountain Rd, Ste B205""",Las Vegas,NV,89102,36.1253808,-115.1959803,2.5,59,1,Chinese,,,,,
150420,41WfL6MGTAXYgRQfNT3dyA,"""El Pollo Loco""",Southeast,"""7205 S Eastern Ave""",Las Vegas,NV,89119,36.059041,-115.118746,3,33,1,Mexican,,,,,
150492,hvuKpdYWyoFm6abwfQiipQ,"""Sofia's Pizza""",Sunrise,"""3124 Las Vegas Blvd N""",Las Vegas,NV,89115,36.21441291,-115.0975878,2.5,17,1,other,,,,,
150528,C7X8VCpbBwTP2lFR354EIA,"""Grass Roots Juice Bar""",Downtown,"""124 S 6th St, Ste 160""",Las Vegas,NV,89101,36.167937,-115.140467,4.5,111,0,other,,,,,
150609,j9qC2kxTFcgApOjQ0kvuVQ,"""The Maple Tree""",Centennial,"""Lucky's Lounge, 8025 Farm Rd""",Las Vegas,NV,89131,36.298153,-115.270802,3.5,3,0,other,,,,,
150750,xqbvqZHNyj2qExHdizzd0w,"""D' Pinoy Joint""",,"""6820 W Flamingo Rd, Ste A""",Las Vegas,NV,89103,36.1154927,-115.2411196,3.5,192,1,other,,,,,
150870,BjRi5W4tESsLRwVb85GIMQ,"""Mr. Z Tea Co""",Chinatown,"""5300 Spring Mountain Rd, Ste 109""",Las Vegas,NV,89146,36.1265058,-115.213873,4.5,123,1,other,,,,,
151009,hRQS8y-uG2kc8miWVYiLuQ,"""Golden Steer Steakhouse""",The Strip,"""308 W Sahara Ave""",Las Vegas,NV,89102,36.1440928,-115.1611434,4,705,1,other,,,,,
151155,f5IN-6LowoYpxDeQwb0dow,"""Church's Chicken""",Downtown,"""1625 E Charleston Blvd""",Las Vegas,NV,89104,36.1591809,-115.130283,2,14,0,other,,,,,
151195,Rqfxz80m6ysgmp8JMeiThA,"""Robono's Pizzaria""",,"""4825 W Flamingo Rd""",Las Vegas,NV,89103,36.1148713,-115.2066735,4.5,3,0,other,,,,,
151251,6ITjN8jGEKNUyepyq6ah6g,"""Sleepy Wilson's Barbecue""",Westside,"""101 S Rainbow Blvd, Ste 7""",Las Vegas,NV,89145,36.17311444,-115.2429771,5,4,0,other,,,,,
151351,BhueLLvA0k9G1Lr0WeZX9w,"""Cafe Zupas""",Spring Valley,"""7060 S Rainbow Blvd""",Las Vegas,NV,89118,36.06031974,-115.2416231,3.5,260,1,other,,,,,
151981,hB52ZG3dkHKfz1D9aYu19g,"""Mirak""",Chinatown,"""6850 Spring Mountain Rd, Ste F1""",Las Vegas,NV,89146,36.12681086,-115.2416183,3,12,0,other,,,,,
152001,mL9sLXHeA0q7aj8-BXXq4g,"""McDonald's""",Sunrise,"""2886 S Nellis Blvd""",Las Vegas,NV,89121,36.13738567,-115.0647188,2.5,7,1,Fast Food,,,,,
152024,eJNHwNoCk_hZbK8AeHDZ9g,"""Nevada Chicken Cafe""",Spring Valley,"""7340 Arroyo Crossing Pkwy, Ste 5""",Las Vegas,NV,89113,36.0636453,-115.2520481,3.5,305,1,American,,,,,
152053,Wq9yflrKX79xKiY__BvCoQ,"""Magnolia Ice Cream and Treats""",Eastside,"""3890 S Maryland Pkwy""",Las Vegas,NV,89119,36.118245,-115.135727,4.5,62,1,other,,,,,
152079,LQg6wHIu5SGsWI0U5siclw,"""Shake Shack""",The Strip,"""3780 S Las Vegas Blvd""",Las Vegas,NV,89109,36.103518,-115.173592,4.5,93,1,other,,,,,
152252,hkbZCioL7TkHLZuTXf-5fQ,"""Binion's Original Coffee Shop""",Downtown,"""128 Fremont St""",Las Vegas,NV,89101,36.171235,-115.144061,3,10,0,American,,,,,
152418,BnpuVvPy3sfLlkqKCx6Xnw,"""Grand Cafe""",South Summerlin,"""11011 W Charleston Blvd""",Las Vegas,NV,89135,36.1564004,-115.3335562,2.5,329,1,other,,,,,
152435,#NAME?,"""Great Wraps""",The Strip,"""3200 Las Vegas Blvd S""",Las Vegas,NV,89109,36.127032,-115.168361,3,25,1,other,,,,,
152714,1i4iRBkkNU_o_S2pY7W7kQ,"""Panda Express""",Sunrise,"""2288 S Nellis Blvd, Ste 2""",Las Vegas,NV,89104,36.1454263,-115.0648047,3.5,15,1,Fast Food,,,,,
152925,DXJwwkbTLpVKrFw26-8tcQ,"""Na Na Thai Kitchen""",Westside,"""3210 S Decatur Blvd, Ste 104""",Las Vegas,NV,89102,36.1311926,-115.2077993,4.5,3,0,other,,,,,
153180,Ehy-uoyjrL_w_tWdf8cwWA,"""Mariano's Pupusas Bahai Centroamerica""",Westside,"""5000 W Charleston Blvd""",Las Vegas,NV,89146,36.15941117,-115.2085999,4.5,4,1,Latin American,,,,,
153202,MbhIK-51P6TmHWLLa-n4Sg,"""Steakhouse 46""",The Strip,"""3555 Las Vegas Blvd S""",Las Vegas,NV,89136,36.1156902,-115.1713943,3.5,21,0,other,,,,,
153255,T6VKCBhHojQkCWp_IYO24w,"""McDonald's""",Spring Valley,"""9415 W Tropicana Ave""",Las Vegas,NV,89147,36.0993419,-115.2979359,2,35,1,Fast Food,,,,,
153320,JXTlt-mRrQoE2_gfijhp4g,"""Gangnam Street""",Spring Valley,"""4195 S Grand Canyon Dr, Ste 104""",Las Vegas,NV,89147,36.11329212,-115.3097189,4.5,161,0,other,,,,,
153450,dm6sO_Y8JdKTE1ZM955yug,"""Chada Thai & Wine""",Chinatown,"""3400 S Jones Blvd, Ste 11A""",Las Vegas,NV,89146,36.12737486,-115.2241711,4.5,423,1,other,,,,,
153679,2hrj6ISpLJmvRen3AZkBWw,"""Subway""",Northwest,"""5655 Centennial Center Blvd, Ste 110""",Las Vegas,NV,89149,36.26434433,-115.2579025,3,13,1,other,,,,,
153680,VntjrwqcYS2WPKWjurzf9Q,"""Onyx Restaurant At  Bogey's""",Northwest,"""7770 W Ann Rd""",Las Vegas,NV,89149,36.2637013,-115.2655124,3.5,9,0,American,,,,,
153758,fDpiXePaeKqbOfoxXxUKyw,"""Bangkok 9""",Northwest,"""3175 N Rainbow Blvd""",Las Vegas,NV,89108,36.2177628,-115.2423923,2.5,13,0,Chinese,,,,,
153778,0S4WFZJZhVeM3aAqKjLz1w,"""VooDoo Steakhouse""",,"""3700 W Flamingo Road""",Las Vegas,NV,89103,36.116174,-115.187304,3.5,259,1,other,,,,,
153860,p3r4Urvv_ztuHuHB9FnQdw,"""Nhu Lan""",Chinatown,"""4300 Spring Mountain Rd, Ste 101""",Las Vegas,NV,89102,36.1267513,-115.1977733,3,3,0,other,,,,,
